BNet_UI,Status,ProbeKit,DNA_Yield,DateExtracted,ID,Family,Subfamily,Tribe,Section,Genus,Species,Subspecies,Tissue,QubitAssayConcentration,QubitStockConcentration,FullName,ValidName,DateSentToRapid,Sequence Successful,ExtractedBy,Contributor,ProjectCode,Type ,DNA_Fragmentation,Notes
BN005389,,13,good,8/2/2018,LEP-53559,Hesperiidae,,,,Qusimellana,fieldi,,Abdomen Soak,0.36,72,Qusimellana fieldi,Quasimellana fieldi,,,K. Dexter,,Hesp,,,
BN005390,,450,good,8/2/2018,LEP-53567,Hesperiidae,,,,Grais,stigmaticus,,Abdomen Soak,0.397,79.4,Grais stigmaticus,Grais stigmaticus,,,K. Dexter,,Hesp,X,,1 gene
BN005391,,13,good,8/2/2018,LEP-53572,Hesperiidae,Hesperiinae,,,Lerema,liris,,Abdomen Soak,0.348,69.6,Lerema liris,Lerema liris,,,K. Dexter,,,,,1 gene
BN005392,,450,good,8/2/2018,LEP-53626,Hesperiidae,Pyrginae,Erynnini,,Mylon,lassia,,Abdomen Soak,0.28,56,Mylon lassia,Mylon lassia,,,K. Dexter,,Hesp,,,1 gene
BN005397,,450,good,8/3/2018,LEP-53771,Hesperiidae,,,,Librita,librita,,Abdomen Soak,0.414,82.8,Librita librita,Librita librita,,,K. Dexter,,Hesp,X,,
BN005398,,450,good,8/3/2018,LEP-53790,Hesperiidae,,,,Conga,chydaea,,Abdomen Soak,0.404,80.8,Conga chydaea,Conga chydaea,,,K. Dexter,,,X,,10 genes
BN005399,,13,good,8/3/2018,LEP-53801,Hesperiidae,,,,Autochton,cincta,,Abdomen Soak,0.436,87.2,Autochton cincta,Autochton cincta,,,K. Dexter,,Hesp,,,
BN005400,,13,good,8/3/2018,LEP-53816,Hesperiidae,,,,Morys,lyde,,Abdomen Soak,0.402,80.4,Morys lyde,N/A,,,K. Dexter,,Hesp,,,
BN005401,,450,good,8/3/2018,LEP-53819,Hesperiidae,,,,Telemiades,avitus,,Abdomen Soak,0.31,62,Telemiades avitus,Telemiades avitus,,,K. Dexter,,Hesp,X,,1 gene
BN005402,,450,good,8/3/2018,LEP-53824,Hesperiidae,,,,Melanis,pixe,pixe,Abdomen Soak,0.3,60,Melanis pixe,Melanis pixe,,,K. Dexter,,Hesp,,,3 genes
BN005403,,13,good,8/3/2018,LEP-53826,Hesperiidae,,,,Quadrus,contubernalis,anicius,Abdomen Soak,0.0688,13.8,Quadrus contubernalis,Quadrus contubernalis,,,K. Dexter,,Hesp,,,1 gene
BN005404,,13,good,8/3/2018,LEP-53839,Hesperiidae,,,,Nisoniades,ephora,,Abdomen Soak,0.381,76.2,Nisoniades ephora,Nisoniades ephora,,,K. Dexter,,Hesp,,,
BN005405,,450,good,8/3/2018,LEP-53840,Hesperiidae,,,,Mnasicles,geta,,Abdomen Soak,0.29,58,Mnasicles geta,Mnasicles geta,,,K. Dexter,,,X,,
BN005406,,450,good,8/3/2018,LEP-53842,Hesperiidae,,,,Eprius,veleda,,Abdomen Soak,0.234,46.8,Eprius veleda,Eprius veleda,,,K. Dexter,,,X,,
BN005407,,13,good,8/3/2018,LEP-53849,Hesperiidae,Pyrginae,Carcharodini,,Staphylus,vulgata,,Abdomen Soak,0.344,68.8,Staphylus vulgata,Staphylus vulgata,,,K. Dexter,,Hesp,,,1 gene
BN005408,,13,good,8/3/2018,LEP-53850,Hesperiidae,Hesperiinae,Moncini,,Mnasitheus,nitra,,Abdomen Soak,0.275,55,Mnasitheus nitra,Mnasitheus nitra,,,K. Dexter,,Hesp,,,
BN005409,,13,good,8/3/2018,LEP-53853,Hesperiidae,,,,Anastrus,neaeris,neaeris,Abdomen Soak,0.331,66.2,Anastrus neaeris,Anastrus neaeris,,,K. Dexter,,Hesp,,,1 gene
BN005410,,13,good,8/3/2018,LEP-53889,Hesperiidae,,,,Eantis,tamenund,,Abdomen Soak,0.235,47,Eantis tamenund,Eantis tamenund,,,K. Dexter,,Hesp,,,
BN005411,,,good,8/3/2018,LEP-58723,Lycaenidae,Polyommantinae,Polyommantini,,Celastrina,ludon,,Abdomen Soak,0.202,40.4,Celastrina ludon,Celastrina ladon,,,K. Dexter,,,,,
BN005412,,,good,8/3/2018,LEP-58486,Nymphalidae,Nymphalinae,,,Mestra,amymone,,Abdomen Soak,0.277,55.4,Mestra amymone,N/A,,,K. Dexter,,,,,
BN005413,,,good,8/3/2018,LEP-58502,Nymphalidae,Biblidinae,Ageroniini,,Hamadryas,glauconome,,Abdomen Soak,0.355,71,Hamadryas glauconome,Hamadryas glauconome,,,K. Dexter,,,,,5 genes
BN005414,,,good,8/3/2018,LEP-58532,Nymphalidae,Nymphalinae,Melitaeini,,Tegosa,guatemalena,,Abdomen Soak,0.355,71,Tegosa guatemalena,Tegosa guatemalena,,,K. Dexter,,,,,1 gene
BN005415,,,good,8/3/2018,LEP-58564,Lycaenidae,Theclinae,Eumaeini,,Theritas,theocritus,,Abdomen Soak,0.354,70.8,Theritas theocritus,Theritas theocritus,,,K. Dexter,,,,,
BN005416,,,good,8/3/2018,LEP-58649,Riodinidae,,,,Mesosemia,gemina,,Abdomen Soak,0.366,73.2,Mesosemia gemina,Mesosemia gemina,,,K. Dexter,,,,,
BN005417,,,good,8/3/2018,LEP-58652,Nymphalidae,Satyrinae,Satyrini,,Pareuptychia,ocirrhoe,,Abdomen Soak,0.442,88.4,Pareuptychia ocirrhoe,Pareuptychia ocirrhoe,,,K. Dexter,,,,,4 genes
BN005418,,,good,8/3/2018,LEP-58675,Nymphalidae,Satyrinae,Satyrini,,Euptychia,westwoodi,,Abdomen Soak,0.348,69.6,Euptychia westwoodi,Euptychia westwoodii,,,K. Dexter,,,,,
BN005419,,,good,8/3/2018,LEP-58676,Nymphalidae,Satyrinae,Satyrini,,Cissia,confusa,,Abdomen Soak,0.394,76.8,Cissia confusa,Cissia confusa,,,K. Dexter,,,,,2 genes
BN005420,,,good,8/3/2018,LEP-58685,Lycaenidae,Theclinae,Eumaeini,,Arawacus,togarria,,Abdomen Soak,0.0474,9.48,Arawacus togarria,Arawacus togarna,,,K. Dexter,,,,,
BN005421,,450,good,8/3/2018,LEP-53788,Hesperiidae,,,,Synale,cynaxa,,Abdomen Soak,0.274,54.8,Synale cynaxa,Synale cynaxa,,,K. Dexter,,Hesp,,,1 gene
BN005422,,,good,8/3/2018,LEP-53817,Hesperiidae,Eudaminae,Eudamini,,Astraptes,fulgerator,complex,Abdomen Soak,0.284,56.8,Astraptes fulgerator,Astraptes fulgerator,,,K. Dexter,,,,,9 genes. for COI Barcode
BN005423,,,good,8/3/2018,LEP-53818,Hesperiidae,Eudaminae,Eudamini,,Astraptes,fulgerator,complex,Abdomen Soak,0.241,48.2,Astraptes fulgerator,Astraptes fulgerator,,,K. Dexter,,,,,9 genes. for COI Barcode
BN005424,,450,good,8/3/2018,LEP-53825,Hesperiidae,,,,Bungalotis,midas,,Abdomen Soak,0.303,60.6,Bungalotis midas,N/A,,,K. Dexter,,Hesp,X,,
BN005425,,13,good,8/3/2018,LEP-53852,Hesperiidae,,,,Anastrus,tolimus,tolimus,Abdomen Soak,0.354,70.8,Anastrus tolimus,Anastrus tolimus,,,K. Dexter,,Hesp,,,
BN005426,,13,good,8/3/2018,LEP-53865,Hesperiidae,,,,Narcosius,parisi,helen,Abdomen Soak,0.412,82.4,Narcosius parisi,Narcosius parisi,,,K. Dexter,,Hesp,,,1 gene
BN005427,,13,good,8/3/2018,LEP-53883,Hesperiidae,,,,Carystus,phorcus,phorcus,Abdomen Soak,0.38,76,Carystus phorcus,Carystus phorcus,,,K. Dexter,,Hesp,,,1 gene
BN005428,,,good,8/3/2018,LEP-58463,Nymphalidae,Danainae,Ithomiini,,Greta,morgane,,Abdomen Soak,0.441,88.2,Greta morgane,Greta morgane,,,K. Dexter,,,,,10 genes
BN005429,,,good,8/3/2018,LEP-58498,Nymphalidae,Nymphalinae,Melitaeini,,Chlosyne,theona,,Abdomen Soak,0.388,77.6,Chlosyne theona,Chlosyne theona,,,K. Dexter,,,,,3 genes
BN005430,,,low,8/3/2018,LEP-58511,Nymphalidae,Cyrestinae,Cyrestini,,Marpesia,chiron,,Abdomen Soak,0.0171,3.42,Marpesia chiron,Marpesia chiron,,,K. Dexter,,,,,3 genes
BN005431,,450,good,8/3/2018,LEP-58526,Nymphalidae,,,,Dryadula,phaetusa,,Abdomen Soak,0.344,68.8,Dryadula phaetusa,Dryadula phaetusa,,,K. Dexter,,,X,,14 genes
BN005432,,,good,8/3/2018,LEP-58615,Nymphalidae,Heliconiinae,Heliconiini,,Heliconius ,charitonius,,Abdomen Soak,0.33,66,Heliconius  charitonius,Heliconius charithonia,,,K. Dexter,,,,,
BN005433,,,good,8/3/2018,LEP-58617,Nymphalidae,Danainae,Ithomiini,,Ithomia,leila,,Abdomen Soak,0.387,77.4,Ithomia leila,Ithomia leila,,,K. Dexter,,,,,
BN005434,,,good,8/3/2018,LEP-58618,Nymphalidae,Satyrinae,,,Pedaliodes,circumdicta,,Abdomen Soak,0.499,99.8,Pedaliodes circumdicta,Pedaliodes circumducta,,,K. Dexter,,,,,
BN005435,,450,good,8/3/2018,LEP-58621,Nymphalidae,Danainae,,,Episcada,salvinia,,Abdomen Soak,0.351,70.2,Episcada salvinia,Episcada salvinia,,,K. Dexter,,,X,,
BN005436,,,good,8/3/2018,LEP-58660,Riodinidae,,,,Thisbe,lycorias,,Abdomen Soak,0.387,77.4,Thisbe lycorias,Thisbe lycorias,,,K. Dexter,,,,,1 gene
BN005437,,,good,8/3/2018,LEP-58679,Nymphalidae,Danainae,Ithomiini,,Oleria,paula,,Abdomen Soak,0.38,76,Oleria paula,Oleria paula,,,K. Dexter,,,,,3 genes
BN005438,,,good,8/3/2018,LEP-58680,Nymphalidae,Heliconiinae,Heliconiini,,Heliconius,hortense,,Abdomen Soak,0.349,69.8,Heliconius hortense,Heliconius hortense,,,K. Dexter,,,,,2 genes
BN005439,,450,good,8/3/2018,LEP-58684,Nymphalidae,Danainae,,,Episcada,salvinia,,Abdomen Soak,0.378,75.6,Episcada salvinia,Episcada salvinia,,,K. Dexter,,,X,,
BN005440,,,good,8/3/2018,LEP-58702,Pieridae,Pierinae,Pierini,,Catasticta,teutila,,Abdomen Soak,0.208,41.6,Catasticta teutila,Catasticta teutila,,,K. Dexter,,,,,7 genes
BN005441,,,good,8/3/2018,LEP-58718,Papilionidae,Papilioninae,Papilionini,,Papilio,garames,,Abdomen Soak,0.299,59.8,Papilio garames,N/A,,,K. Dexter,,,,,
BN005442,,,good,8/3/2018,LEP-58726,Nymphalidae,Danainae,Ithomiini,,Greta,annette,,Abdomen Soak,0.322,64.4,Greta annette,Greta annette,,,K. Dexter,,,,,3 genes
BN005443,,,good,8/3/2018,LEP-58737,Nymphalidae,,,,Dione,moneta,,Abdomen Soak,0.726,145,Dione moneta,Dione moneta,,,K. Dexter,,,,,11 genes
BN005444,,,good,8/3/2018,LEP-58896,Nymphalidae,,,,Castilla,griseobasalis,,Abdomen Soak,0.423,84.6,Castilla griseobasalis,Castilia griseobasalis,,,K. Dexter,,,,,
BN005445,,,low,8/7/2018,KA-17-0598-ABRI,Nymphalidae,,,,Acraea,atolmis,,Legs,0.0113,2.26,Acraea atolmis,Acraea atolmis,,,K. Dexter,CCNY,,,,
BN005446,,13,good,8/7/2018,MFB-17-A112,Hesperiidae,Trapezitinae,,,Hesperilla,picta,,Thorax,0.302,60.4,Hesperilla picta,Hesperilla picta,,,K. Dexter,M. Braby,,,,1 gene
BN005447,,13,good,8/7/2018,MFB-17-A071,Hesperiidae,Trapezitinae,,,Trapezites,sciron,eremicola,Thorax,0.417,83.4,Trapezites sciron,Trapezites sciron,,,K. Dexter,M. Braby,Hesp,,,
BN005448,,13,good,8/7/2018,MFB-17-A088,Hesperiidae,Trapezitinae,,,Hesperilla,crypsargyra,,Thorax,0.331,66.2,Hesperilla crypsargyra,Hesperilla crypsargyra,,,K. Dexter,M. Braby,,,,1 gene
BN005449,duplicate,unassigned,good,8/7/2018,MFB-17-A185,Hesperiidae,Trapezitinae,,,Mesodina,gracillima,,Thorax,0.41,82,Mesodina gracillima,Mesodina gracillima,,,K. Dexter,M. Braby,,,,1 gene
BN005450,,13,good,8/7/2018,MFB-17-A167,Hesperiidae,Trapezitinae,,,Hesperilla,hopsoni,,Thorax,0.283,56.6,Hesperilla hopsoni,Hesperilla hopsoni,,,K. Dexter,M. Braby,,,,
BN005451,,13,good,8/7/2018,MFB-17-A033,Hesperiidae,Trapezitinae,,,Trapezites,iacchoides,,Thorax,0.309,61.8,Trapezites iacchoides,Trapezites iacchoides,,,K. Dexter,M. Braby,Hesp,,,1 gene
BN005452,,13,good,8/7/2018,MFB-17-A084,Hesperiidae,Trapezitinae,,,Hesperilla,flavescens,,Thorax,0.364,72.8,Hesperilla flavescens,Hesperilla flavescens,,,K. Dexter,M. Braby,,,,1 gene
BN005453,,13,good,8/7/2018,MFB-17-A143,Hesperiidae,Trapezitinae,,,Trapezites,genevieveae,,Thorax,0.289,57.8,Trapezites genevieveae,Trapezites genevieveae,,,K. Dexter,M. Braby,Hesp,,,
BN005454,,,good,8/7/2018,MFB-17-A048,Nymphalidae,Heliconiinae,Acraeini,,Acraea,issoria,,Thorax,0.333,66.6,Acraea issoria,Acraea issoria,,,K. Dexter,M. Braby,,,,3 genes
BN005455,,13,good,8/7/2018,AAEW-17-A008,Hesperiidae,Trapezitinae,,,Antipodia,dactyliota,,Thorax,0.359,71.8,Antipodia dactyliota,Antipodia dactyliota,,,K. Dexter,M. Braby,Hesp,,,
BN005456,,450,good,8/7/2018,MFB-16-P073,Hesperiidae,Trapezitinae,,,Pasma,tasmanica,,Thorax,0.411,82.2,Pasma tasmanica,N/A,,,K. Dexter,M. Braby,Hesp,X,,
BN005457,,13,good,8/7/2018,AAEW-17-A016,Hesperiidae,Trapezitinae,,,Mesodina,cyanophracta,,Thorax,0.291,58.2,Mesodina cyanophracta,Mesodina cyanophracta,,,K. Dexter,M. Braby,Hesp,,,1 gene
BN005458,,450,good,8/7/2018,MFB-18-B046,Hesperiidae,Trapezitinae,,,Anisynta,cynone,,Thorax,0.347,69.4,Anisynta cynone,Anisynta cynone,,,K. Dexter,M. Braby,Hesp,X,,1 gene
BN005459,,450,good,8/7/2018,AAEW-17-A011,Hesperiidae,Trapezitinae,,,Croitana,croites,,Thorax,0.224,44.8,Croitana croites,Croitana croites,,,K. Dexter,M. Braby,Hesp,,,
BN005460,,450,good,8/7/2018,MFB-17-A081,Hesperiidae,Trapezitinae,,,Antipodia,chaostola,,Legs,0.0343,6.86,Antipodia chaostola,Antipodia chaostola,,,K. Dexter,M. Braby,Hesp,X,,1 gene
BN005461,,450,good,8/7/2018,MFB-17-A078,Hesperiidae,Trapezitinae,,,Herimosa,albovenata,,Thorax,0.366,73.2,Herimosa albovenata,Herimosa albovenata,,,K. Dexter,M. Braby,,X,,1 gene
BN005462,,13,good,8/7/2018,AAEW-17-A028,Hesperiidae,Trapezitinae,,,Trapezites,atkinsi,,Thorax,0.436,87.2,Trapezites atkinsi,Trapezites atkinsi,,,K. Dexter,M. Braby,Hesp,,,
BN005463,,13,good,8/7/2018,MFB-17-A104,Hesperiidae,Trapezitinae,,,Hesperilla,idothea,,Thorax,0.481,96.2,Hesperilla idothea,Hesperilla idothea,,,K. Dexter,M. Braby,,,,1 gene
BN005464,,13,good,8/7/2018,MFB-18-B017,Hesperiidae,Trapezitinae,,,Anisynta,monticolae,,Thorax,0.33,66,Anisynta monticolae,Anisynta monticolae,,,K. Dexter,M. Braby,Hesp,,,1 gene
BN005465,,13,good,8/7/2018,AAEW-17-A002,Hesperiidae,Trapezitinae,,,Anisynta,sphenosema,,Thorax,0.452,90.4,Anisynta sphenosema,Anisynta sphenosema,,,K. Dexter,M. Braby,Hesp,,,1 gene
BN005466,duplicate,unassigned,good,8/7/2018,AAEW-17-A012,Hesperiidae,Trapezitinae,,,Hesperilla,chrysotricha,,Thorax,0.471,94.2,Hesperilla chrysotricha,Hesperilla chrysotricha,,,K. Dexter,M. Braby,,,,1 gene
BN005467,,13,good,8/7/2018,MFB-18-B020,Hesperiidae,Trapezitinae,,,Trapezites,eliena,,Thorax,0.333,66.6,Trapezites eliena,Trapezites eliena,,,K. Dexter,M. Braby,Hesp,,,1 gene
BN005468,,13,good,8/7/2018,AAEW-17-A036,Hesperiidae,Trapezitinae,,,Trapezites,waterhousei,,Thorax,0.377,75.4,Trapezites waterhousei,Trapezites waterhousei,,,K. Dexter,M. Braby,Hesp,,,1 gene
BN005469,,,good,8/7/2018,DL-18-S021,Pieridae,Pierinae,Pierini,,Appias,galene,,Abdomen,0.13,26,Appias galene,Appias galene,,,K. Dexter,CCNY,,,,
BN005470,,,good,8/7/2018,DL-18-S026,Lycaenidae,Theclinae,Aphnaeini,,Cigaritis,elima,,Abdomen,0.494,98.8,Cigaritis elima,Cigaritis elima,,,K. Dexter,CCNY,,,,1 gene
BN005471,,,good,8/7/2018,DL-18-S032,Lycaenidae,Theclinae,Aphnaeini,,Cigaritis,greeni,,Abdomen,0.155,31,Cigaritis greeni,Cigaritis greeni,,,K. Dexter,CCNY,,,,
BN005472,,,good,8/7/2018,DL-18-S016,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,lacteata,,Abdomen,0.305,61,Jamides lacteata,Jamides lacteata,,,K. Dexter,CCNY,,,,
BN005473,,,good,8/7/2018,DL-18-S015,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,ceylonica,,Abdomen,0.341,68.2,Ypthima ceylonica,Ypthima ceylonica,,,K. Dexter,CCNY,,,,
BN005474,,,good,8/7/2018,DL-18-S029,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,ormistoni,,Abdomen,0.138,27.6,Arhopala ormistoni,Arhopala ormistoni,,,K. Dexter,CCNY,,,,
BN005475,,450,good,8/7/2018,YI-18-U321,Nymphalidae,Morphinae,Amathusiini,,Allaemona,prasopsuki,,Abdomen,0.366,73.2,Allaemona prasopsuki,Allaemona prasopsuki,,,K. Dexter,CCNY,,,,
BN005476,,,good,8/7/2018,DH-18-R023,Pieridae,Pierinae,Pierini,,Appias,aegis,polisma,Abdomen,0.168,33.6,Appias aegis,Appias aegis,,,K. Dexter,CCNY,,,,3 genes
BN005477,,,good,8/7/2018,DH-18-R025,Pieridae,Pierinae,Pierini,,Appias,hombroni,hombroni,Abdomen,0.438,87.6,Appias hombroni,Appias hombroni,,,K. Dexter,CCNY,,,,
BN005478,,,good,8/7/2018,DH-18-R029,Pieridae,Pierinae,Pierini,,Appias,placidia,,Abdomen,0.283,56.6,Appias placidia,Appias placidia,,,K. Dexter,CCNY,,,,
BN005479,,,good,8/7/2018,DH-18-R043,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,ate,,Abdomen,0.497,99.4,Arhopala ate,Arhopala ate,,,K. Dexter,CCNY,,,,
BN005480,,,good,8/7/2018,DH-18-R045,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,disparilis,,Abdomen,0.421,84.2,Arhopala disparilis,Arhopala disparilis,,,K. Dexter,CCNY,,,,
BN005481,,,low,8/7/2018,YI-18-U001,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,ijanensis,,Abdomen,0.0197,3.94,Arhopala ijanensis,Arhopala ijanensis,,,K. Dexter,CCNY,,,,
BN005482,,13,good,8/7/2018,YI-18-U292,Hesperiidae,Coeliadinae,,,Choaspes,furcata,,Abdomen,0.0484,9.68,Choaspes furcata,Choaspes furcata,,,K. Dexter,CCNY,Hesp,,,
BN005483,,,good,8/7/2018,YI-18-U228,Lycaenidae,Theclinae,Aphnaeini,,Cigaritis,maximus,,Abdomen,0.385,77,Cigaritis maximus,Cigaritis maximus,,,K. Dexter,CCNY,,,,
BN005484,,13,good,8/7/2018,YI-18-U213,Hesperiidae,Pyrginae,Tagiadini,,Ctenoptilum,multiguttata,,Abdomen,0.317,63.4,Ctenoptilum multiguttata,Ctenoptilum multiguttata,,,K. Dexter,CCNY,Hesp,,,
BN005485,,,good,8/7/2018,DH-18-R005,Pieridae,Pierinae,Pierini,,Delias,kazueae,,Abdomen,0.4,80,Delias kazueae,Delias kazueae,,,K. Dexter,CCNY,,,,2 genes
BN005486,,,good,8/7/2018,DH-18-R007,Pieridae,Pierinae,Pierini,,Delias,mitisi,mitisi,Abdomen,0.319,63.8,Delias mitisi,Delias mitisi,,,K. Dexter,CCNY,,,,1 gene
BN005487,,,good,8/7/2018,DH-18-R012,Pieridae,Pierinae,Pierini,,Delias,periboea,periboea,Abdomen,0.389,77.8,Delias periboea,Delias periboea,,,K. Dexter,CCNY,,,,2 genes
BN005488,,,good,8/7/2018,DH-18-R020,Pieridae,Pierinae,Pierini,,Delias,sambawana,boejanana,Abdomen,0.432,86.4,Delias sambawana,Delias sambawana,,,K. Dexter,CCNY,,,,
BN005489,,,good,8/7/2018,DH-18-R088,Riodindiae,Nemeobiinae,Abisarini,,Dicallaneura,fulvofasciata,,Abdomen,0.344,68.8,Dicallaneura fulvofasciata,Dicallaneura fulvofasciata,,,K. Dexter,CCNY,,,,
BN005503,,,good,8/14/2018,DH-18-R035,Pieridae,Pierinae,Elodinini,,Elodina,pura,,Abdomen,0.319,63.8,Elodina pura,Elodina pura,,,K. Dexter,CCNY,,,,
BN005504,,,good,8/14/2018,DH-18-R036,Pieridae,Coliadinae,,,Eurema,beatrix,,Abdomen,0.147,29.4,Eurema beatrix,Eurema beatrix,,,K. Dexter,CCNY,,,,
BN005505,,13,good,8/14/2018,YI-18-U214,Hesperiidae,Hesperiinae,Aeromachini,,Halpe,arcuata,,Abdomen,0.375,75,Halpe arcuata,Halpe arcuata,,,K. Dexter,CCNY,Hesp,,,
BN005506,,,good,8/14/2018,DH-18-R062,Lycaenidae,Theclinae,Luciini,,Hypochrysops,fuscus,,Abdomen,0.491,98.2,Hypochrysops fuscus,Hypochrysops fuscus,,,K. Dexter,CCNY,,,,
BN005507,,,good,8/14/2018,DH-18-R117,Nymphalidae,Satyrinae,Satryini,,Hypocysta,calypso,,Abdomen,0.157,31.4,Hypocysta calypso,Hypocysta calypso,,,K. Dexter,CCNY,,,,
BN005508,,,bad,8/14/2018,DH-18-R120,Nymphalidae,Satyrinae,Satryini,,Hypocysta,isis,,Abdomen,<0.010,,Hypocysta isis,Hypocysta isis,,,K. Dexter,CCNY,,,,
BN005509,,,low,8/14/2018,DH-18-R121,Nymphalidae,Satyrinae,Satryini,,Lethe,samio,,Abdomen,0.0155,3.1,Lethe samio,Lethe samio,,,K. Dexter,CCNY,,,,
BN005510,,,good,8/14/2018,DH-18-R123,Nymphalidae,Satyrinae,Satryini,,Lohora,dinon,,Abdomen,0.29,58,Lohora dinon,Lohora dinon,,,K. Dexter,CCNY,,,,
BN005511,,,good,8/14/2018,YI-18-U258,Nymphalidae,Limenitidinae,Neptini,,Neptis,ananta,learmondi,Abdomen,0.363,72.6,Neptis ananta,Neptis ananta,,,K. Dexter,CCNY,,,,
BN005512,,,good,8/14/2018,YI-18-U272,Riodindiae,Nemeobiinae,Nemeobiini,,Stiboges,elodinia,,Abdomen,0.144,28.8,Stiboges elodinia,Stiboges elodinia,,,K. Dexter,CCNY,,,,
BN005513,,,good,8/14/2018,DH-18-R096,Nymphalidae,Morphinae,Amathusiini,,Taenaris,gorgo,,Abdomen,0.276,55.2,Taenaris gorgo,Taenaris gorgo,,,K. Dexter,CCNY,,,,
BN005514,,,good,8/14/2018,DH-18-R119,Nymphalidae,Morphinae,Amathusiini,,Taenaris,honrathi,,Abdomen,0.215,43,Taenaris honrathi,Taenaris honrathi,,,K. Dexter,CCNY,,,,
BN005515,,450,good,8/14/2018,YI-18-U247,Lycaenidae,Theclinae,Arhopalini,,Thaduka,multicaudata,multicaudata,Abdomen,0.311,62.2,Thaduka multicaudata,Thaduka multicaudata,,,K. Dexter,CCNY,,X,,1 gene
BN005516,,,good,8/14/2018,YI-18-U281,Nymphalidae,Satyrinae,Satryini,,Ypthima,evansi,evansi,Abdomen,0.296,59.2,Ypthima evansi,Ypthima evansi,,,K. Dexter,CCNY,,,,
BN005517,,,good,8/14/2018,YI-18-U282,Nymphalidae,Satyrinae,Satryini,,Ypthima,similis,,Abdomen,0.252,50.4,Ypthima similis,Ypthima similis,,,K. Dexter,CCNY,,,,1 gene
BN005518,,450,good,8/14/2018,DH-18-R095,Nymphalidae,Morphinae,Amathusiini,,Zeuxidia,luxerii,,Abdomen,0.0456,9.12,Zeuxidia luxerii,Zeuxidia luxerii,,,K. Dexter,CCNY,,X,,
BN005519,,450,good,8/14/2018,RVcoll17H982,Hesperiidae,Pyrginae,Tagiadini,,Leucochitonea,levubu,,Abdomen,0.224,44.8,Leucochitonea levubu,Leucochitonea levubu,,,K. Dexter,CCNY,Hesp,X,,
BN005520,,13,good,8/14/2018,RVcoll17I177,Hesperiidae,Pyrginae,Carcharodini,,Spialia,dromus,,Abdomen,0.27,54,Spialia dromus,Spialia dromus,,,K. Dexter,CCNY,Hesp,,,2 genes
BN005521,OnGenbank,NA,good,8/14/2018,RVcoll17G521,Hesperiidae,Heteropterinae,,,Tsitana,tulbagha,,Abdomen,0.492,98.4,Tsitana tulbagha,Tsitana tulbagha,,,K. Dexter,CCNY,Hesp,,,10 genes
BN005522,,450,good,8/14/2018,16N347,Lycaenidae,Polyommatinae,Polyommatini,,Kretania,psylorita,,Abdomen,0.334,66.8,Kretania psylorita,Kretania psylorita,,,K. Dexter,CCNY,,X,,1 gene
BN005523,,450,good,8/14/2018,16A327,Lycaenidae,Polyommatinae,Polyommatini,,Maurus,vogelii,vogelii,Abdomen,0.215,43,Maurus vogelii,Maurus vogelii,,,K. Dexter,CCNY,,X,,3 genes
BN005524,,450,good,8/14/2018,15Q117,Lycaenidae,Polyommatinae,Polyommatini,,Praephilotes,anthracias,,Abdomen,0.104,20.8,Praephilotes anthracias,Praephilotes anthracias,,,K. Dexter,CCNY,,X,,2 genes
BN005525,,450,good,8/14/2018,11G817,Lycaenidae,Polyommatinae,Polyommatini,,Rueckbeilia,fergana,,Abdomen,0.443,88.6,Rueckbeilia fergana,Rueckbeilia fergana,,,K. Dexter,CCNY,,X,,4 genes
BN005526,,450,good,8/14/2018,16J857,Lycaenidae,Polyommatinae,Polyommatini,,Tarucus,theophrastus,,Abdomen,0.0454,9.08,Tarucus theophrastus,Tarucus theophrastus,,,K. Dexter,CCNY,,X,,1 gene
BN005527,,,good,8/14/2018,Rvcoll11K900,Nymphalidae,Satyrinae,Satyrini,,Neocoenyra,cooksoni,,Abdomen,0.0838,16.8,Neocoenyra cooksoni,Neocoenyra cooksoni,,,K. Dexter,CCNY,,,,
BN005528,,450,good,8/14/2018,16J930,Lycaenidae,Theclinae,Aphnaeini,,Cigaritis,zohra,cryptozohra,Abdomen,0.453,90.6,Cigaritis zohra,Cigaritis zohra,,,K. Dexter,CCNY,,X,,
BN005529,,450,good,8/14/2018,17D844,Lycaenidae,Theclinae,Theclini,,Laeosopis,roboris,,Abdomen,0.387,77.4,Laeosopis roboris,Laeosopis roboris,,,K. Dexter,CCNY,,X,,1 gene
BN005530,,450,good,8/14/2018,14T943,Lycaenidae,Theclinae,Iolaini,,Iolaus,eurisus,,Abdomen,0.369,73.8,Iolaus eurisus,Iolaus eurisus,,,K. Dexter,CCNY,,X,,
BN005531,,450,good,8/14/2018,11J793,Lycaenidae,Polyommatinae,Polyommatini,,Lestranicus,transpectus,,Abdomen,0.168,33.6,Lestranicus transpectus,Lestranicus transpectus,,,K. Dexter,CCNY,,X,,
