SamplesSubmitted,SequencesReceived,SequencesProcessed,LociRecoverd,DeliveredTo,DeliveredToDate,RAPiDSampleCode,BNet_UI,DNA_Yield,ProbeKit,Date_Extracted,ID,Family,Subfamily,Tribe,Section,Genus,Species,Subspecies,Tissue,QubitAssayConcentration,QubitStockConcentration,FullName,ValidName,DateSentToRapid,ExtractedBy,Contributor,ProjectCode,Type,RAPIDRowSort,RAPIDColumnSort,RAPIDUniqueClientCode,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WB08,BN004844,good,13,7/9/2018,PH-17-M139,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,birmana,birmana,Abdomen,0.0743,14.9,Arhopala birmana,Arhopala birmana,,K. Dexter,CCNY,Arho,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WB09,BN004647,good,13,7/5/2018,HD-17-Q089,Nymphalidae,Danainae,Danaini,,Euploea,stephensii,stephensii,Abdomen,0.0735,14.7,Euploea stephensii,Euploea stephensii,,K. Dexter,CCNY,Dana,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WB10,BN004956,good,13,7/11/2018,ABRI-2015-2920,Nymphalidae,Limenitidinae,Neptini,,Neptis,rosa,,Abdomen,0.0735,14.7,Neptis rosa,Neptis rosa,,K. Dexter,CCNY,Nept,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WB11,BN005137,good,13,7/24/2018,LEP 65669,Hesperiidae,Heteropterinae,,,Dalla,simplicis,,Abdomen Soak,0.0699,14,Dalla simplicis,Dalla simplicis,,K. Dexter,MGCL,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WB12,BN003571,good,13,3/21/2018,LEP 61216,Hesperiidae,Hesperiinae,Moncini,,Rhinthon,osca,,Abdomen Soak,0.0671,13.4,Rhinthon osca,Rhinthon osca,,K. Dexter,MGCL,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WC01,BN001036,good,13,4/12/2017,LEP 45985,Lycaenidae,Polyommatinae,Polyommatini,Glaucopsychina,Glaucopsyche,piasus,,Thorax,0.066,13.2,Glaucopsyche piasus,Glaucopsyche piasus,,K. Dexter,MGCL,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WC02,BN005299,good,13,7/27/2018,LEP-47382,Nymphalidae,Limenitidinae,Limenitidini,,Tarattia,lymire,,Abdomen Soak,0.0656,13.12,Tarattia lymire,N/A,,K. Dexter,MGCL,Lime,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WC03,BN005872,good,13,,SH-18-D025,Pieridae,Pierinae,Pierini,,Delias,mullerensis,,,,12.1,Delias mullerensis,Delias mullerensis,,CCNY,CCNY,"Deli, Pier",,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WC04,BN004755,good,13,8/7/2018,EB-MGCL-HESP-0006,Hesperiidae,Pyrginae,Pyrrhopygini,,Myscelus,pardalina,,Abdomen,0.0592,11.8,Myscelus pardalina,Myscelus pardalina,,K. Dexter,Ernst Brockmann,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WC05,BN005870,good,13,,SH-18-D020,Pieridae,Pierinae,Pierini,,Delias,edela,,,,11.6,Delias edela,Delias edela,,CCNY,CCNY,"Deli, Pier",,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WC06,BN004766,good,13,8/7/2018,EB-MGCL-HESP-0017,Hesperiidae,Pyrginae,Pyrrhopygini,,Pyrrhopyge,pelota,,Abdomen,0.0555,11.1,Pyrrhopyge pelota,Pyrrhopyge pelota,,K. Dexter,Ernst Brockmann,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WC07,BN005890,good,13,,BM-18-H003,Nymphalidae,Nymphalinae,Nymphalini,,Symbrenthia,woodfordi,woodfordi,Abdomen,,11.1,Symbrenthia woodfordi,Symbrenthia woodfordi,,CCNY,CCNY,SEAB,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WC08,BN005014,good,13,7/11/2018,YI-16-P046,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,bazaloides,bazaloides,Abdomen,0.0545,10.9,Arhopala bazaloides,Arhopala bazaloides,,K. Dexter,CCNY,Arho,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WC09,BN005871,good,13,,SH-18-D022,Pieridae,Pierinae,Pierini,,Delias,fioretti,,,,10.7,Delias fioretti,Delias fioretti,,CCNY,CCNY,"Deli, Pier",,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WC10,BN005686,good,13,8/16/2018,SWC-09-5039,Nymphalidae,Satyrinae,Satyrini,Melanargiina,Melanargia,halimede,,Legs,0.0529,10.6,Melanargia halimede,Melanargia halimede,,K. Dexter,UMD,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WC11,BN005866,good,13,,AM-18-P011,Pieridae,Pierinae,Pierini,,Delias,vidua,,Abdomen,,10.4,Delias vidua,Delias vidua,,CCNY,CCNY,"Deli, Pier",,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WC12,BN004481,good,13,6/12/2018,EI-14-I005,Nymphalidae,Danainae,Danaini,Danaina,Ideopsis,klassika,,Abdomen,0.0499,9.98,Ideopsis klassika,Ideopsis klassika,,K. Dexter,CCNY,Dana,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WD01,BN004441,good,13,6/12/2018,DL-13-P004,Nymphalidae,Danainae,Danaini,,Euploea,tripunctata,,Abdomen,0.0487,9.74,Euploea tripunctata,Euploea tripunctata,,K. Dexter,CCNY,Dana,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WD02,BN005688,good,13,8/16/2018,SWC-09-5004,Papilionidae,Papilioninae,Troidini,,Atrophaneura,alcinous,,Legs,0.046,9.2,Atrophaneura alcinous,Atrophaneura alcinous,,K. Dexter,UMD,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WD03,BN005840,good,13,8/27/2018,LEP-41398,Hesperiidae,Hesperiinae,Taractocerini,,Telicota,besta,besta,Legs,0.0452,9.04,Telicota besta,Telicota besta,,K. Dexter,MGCL,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WD04,BN004694,good,13,7/5/2018,IT-17-S006,Nymphalidae,Danainae,Danaini,,Parantica,garamantis,garamantis,Abdomen,0.043,8.6,Parantica garamantis,Parantica garamantis,,K. Dexter,CCNY,Dana,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WD05,BN003614,good,13,4/6/2018,LEP 62223,Nymphalidae,Limenitidinae,Neptini,,Lasippa,illigera,,Legs,0.042,8.4,Lasippa illigera,Lasippa illigera,,K. Dexter,Ja-badon,Nept,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WD06,BN002012,good,13,1/21/2016,LEP 26681,Nymphalidae,Danainae,Danaini,,Parantica,sita,,,0.039,7.8,Parantica sita,Parantica sita,,V. Ficarrotta,,Dana,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WD07,BN005863,good,13,,AM-18-P005,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,dodonaea,,Abdomen,,7.76,Arhopala dodonaea,Arhopala dodonaea,,CCNY,CCNY,Arho,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WD08,BN004439,good,13,6/12/2018,DL-13-N063,Nymphalidae,Limenitidinae,Neptini,,Phaedyma,daria,,Abdomen,0.0365,7.3,Phaedyma daria,Phaedyma daria,,K. Dexter,CCNY,Nept,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WD09,BN004883,good,13,7/9/2018,YI-16-P289,Pieridae,Coliadinae,,,Eurema,andersonii,andersonii,Abdomen,0.0365,7.3,Eurema andersonii,Eurema andersonii,,K. Dexter,CCNY,"Eure, Pier",,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WD10,BN005895,good,13,,AM-18-V007,Nymphalidae,Limenitinae,Adoliadini,,Euthalia,pyrrha,ueharai,Legs,,7.1,Euthalia pyrrha,Euthalia pyrrha,,CCNY,CCNY,Adol,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WD11,BN005894,good,13,,AM-18-V005,Nymphalidae,Satyrinae,Zetherini,,Neorina,neosinica,,Legs,,6.68,Neorina neosinica,Neorina neosinica,,CCNY,CCNY,Amat,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WD12,BN005862,good,13,,AM-18-P001,Nymphalidae,Morphinae,Amathusiini,,Taenaris,alocus,,Abdomen,,6.653,Taenaris alocus,Taenaris alocus,,CCNY,CCNY,Amat,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WE01,BN004497,good,13,6/12/2018,EI-16-D046,Pieridae,Pierinae,Pierini,Aporiina,Delias,oraia,oraia,Abdomen,0.0324,6.48,Delias oraia,NA,,K. Dexter,CCNY,"Deli, Pier",,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WE02,BN005898,good,13,,AM-18-V040,Nymphalidae,Morphinae,Amathusiini,,Discophora,aestheta,,Legs,,6.44,Discophora aestheta,Discophora aestheta,,CCNY,CCNY,Adol,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WE03,BN005896,good,13,,AM-18-V037,Nymphalidae,Satyrinae,Melanitini,,Cyllogenes,janetae,orientalis,Legs,,6.34,Cyllogenes janetae,Cyllogenes janetae,,CCNY,CCNY,SEAB,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WE04,BN005846,good,13,8/27/2018,LEP-41403,Hesperiidae,Hesperiinae,Aeromachini,,Thoressa,cerata,,Legs,0.0315,6.3,Thoressa cerata,Thoressa cerata,,K. Dexter,MGCL,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WE05,BN004494,good,13,6/12/2018,EI-16-D034,Pieridae,Pierinae,Pierini,Aporiina,Delias,abrophora,,Abdomen,0.0298,5.96,Delias abrophora,Delias abrophora,,K. Dexter,CCNY,"Deli, Pier",,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WE06,BN005155,good,13,7/24/2018,LEP 28840,Nymphalidae,Danainae,Ithomiini,,Ithomia,heraldica,,Abdomen Soak,0.0287,5.74,Ithomia heraldica,Ithomia heraldica,,K. Dexter,MGCL,Dana,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WE07,BN005733,good,13,8/20/2018,MFB-18-B054,Hesperiidae,Trapezitinae,,,Croitana,arenaria,,Legs,0.0285,5.7,Croitana arenaria,Croitana arenaria,,K. Dexter,M. Braby,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WE08,BN005897,good,13,,AM-18-V038,Hesperiidae,Coeliadinae,,,Choaspes,subcaudata,crawfurdi,Legs,,5.52,Choaspes subcaudata,Choaspes subcaudata,,CCNY,CCNY,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WE09,BN004501,good,13,6/12/2018,EI-16-D063,Lycaenidae,Poritiinae,Poritiini,,Poritia,promula,promula,Abdomen,0.0255,5.1,Poritia promula,Poritia promula,,K. Dexter,CCNY,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WE10,BN004495,low,13,6/12/2018,EI-16-D036,Pieridae,Pierinae,Pierini,Aporiina,Delias,discus,apodiscus,Abdomen,0.0218,4.36,Delias discus,Delias discus,,K. Dexter,CCNY,"Deli, Pier",,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WE11,BN004692,low,13,7/5/2018,IT-16-P030,Pieridae,Pierinae,Pierini,Aporiina,Delias,berinda,yedanula,Abdomen,0.0211,4.22,Delias berinda,Delias berinda,,K. Dexter,CCNY,"Deli, Pier",,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WE12,BN005479,good,13,8/7/2018,DH-18-R043,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,ate,,Abdomen,0.497,99.4,Arhopala ate,Arhopala ate,,K. Dexter,CCNY,Arho,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WF01,BN004543,good,13,7/3/2018,HD-14-B163,Nymphalidae,Danainae,Danaini,Danaina,Ideopsis,vitrea,vitrea,Abdomen,0.49,98,Ideopsis vitrea,Ideopsis vitrea,,K. Dexter,CCNY,Dana,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WF02,BN004847,good,13,7/9/2018,PH-17-M147,Lycaenidae,Poritiinae,Poritiini,,Deramas,nelvis,manobo,Abdomen,0.479,95.8,Deramas nelvis,Deramas nelvis,,K. Dexter,CCNY,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WF03,BN003783,good,13,4/18/2018,RVcoll14E008,Pieridae,Pierinae,Anthocharidini,,Euchloe,simplonia,,Thorax,0.473,94.6,Euchloe simplonia,Euchloe simplonia,,K. Dexter,Roger Villa,Pier,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WF04,BN004541,good,13,7/3/2018,HD-14-B104,Nymphalidae,Danainae,Danaini,,Parantica,tityoides,,Abdomen,0.467,93.4,Parantica tityoides,Parantica tityoides,,K. Dexter,CCNY,Dana,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WF05,BN005858,good,13,8/27/2018,LEP-67762,Nymphalidae,Heliconiinae,Acraeini,,Actinote,anteas,,Abdomen Soak,0.457,91.4,Actinote anteas,Actinote anteas,,K. Dexter,MGCL,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WF06,BN005341,good,13,7/31/2018,LEP-47535,Papilionidae,Papilioninae,Papilionini,,Heraclides,cresphontes,,Abdomen Soak,0.446,89.2,Heraclides cresphontes,Heraclides cresphontes,,K. Dexter,MGCL,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WF07,BN005615,good,13,8/16/2018,09-SRNP-12271,Lycaenidae,Theclinae,Eumaeini,,Strymon,megarus,,Thorax,0.445,89,Strymon megarus,Strymon megarus,,K. Dexter,UMD,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WF08,BN002966,good,13,11/15/2017,LEP 47945,Nymphalidae,Heliconiinae,Argynnini,Boloriina,Boloria,bellona,,Thorax,0.437,87.4,Boloria bellona,Boloria bellona,,K. Dexter,MGCL,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WF09,BN004372,good,13,6/6/2018,BB041,Nymphalidae,Danainae,Danaini,,Euploea,latifasciata,radica,Abdomen,0.428,85.6,Euploea latifasciata,Euploea latifasciata,,K. Dexter,CCNY,Dana,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WF10,BN001997,good,13,12/7/2016,A004,Nymphalidae,Satyrinae,Satyrini,Satyrina,Oeneis,sculda,,Thorax,0.406,81.2,Oeneis sculda,Oeneis sculda,,K.Dexter,Vladimir,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WF11,BN004386,good,13,6/6/2018,CN-17-Z040,Nymphalidae,Morphinae,Amathusiini,,Faunis,aerope,aerope,Abdomen,0.398,79.6,Faunis aerope,Faunis aerope,,K. Dexter,CCNY,Amat,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WF12,BN004589,good,13,7/3/2018,HD-16-P286,Nymphalidae,Apaturinae,,,Rohana,athalia,pagenstecheri,Abdomen,0.397,79.4,Rohana athalia,Rohana athalia,,K. Dexter,CCNY,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WG01,BN005668,good,13,8/16/2018,06-SRNP-18681,Hesperiidae,Pyrginae,Achlyodini,,Quadrus,lugubris,,Thorax,0.392,78.4,Quadrus lugubris,Quadrus lugubris,,K. Dexter,UMD,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WG02,BN004677,good,13,7/5/2018,IBE-17-Z011,Pieridae,Pierinae,Pierini,Aporiina,Delias,arabuana,arabuana,Abdomen,0.389,77.8,Delias arabuana,Delias arabuana,,K. Dexter,CCNY,"Deli, Pier",,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WG03,BN004670,good,13,7/5/2018,IBE-17-Z001,Pieridae,Pierinae,Pierini,Aporiina,Delias,klossi,,Abdomen,0.386,77.2,Delias klossi,Delias klossi,,K. Dexter,CCNY,"Deli, Pier",,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WG04,BN004367,good,13,6/6/2018,ARF-17-N044,Nymphalidae,Danainae,Danaini,,Parantica,pumila,pumila,Abdomen,0.382,76.4,Parantica pumila,Parantica pumila,,K. Dexter,CCNY,Dana,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WG05,BN004805,good,13,6/29/2018,EB-MGCL-HESP-0056,Hesperiidae,Pyrginae,Pyrrhopygini,,Croniades,auraria,,Abdomen,0.378,75.6,Croniades auraria,N/A,,K. Dexter,Ernst Brockmann,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WG06,BN003512,good,13,2/1/2018,LEP 54908,Pieridae,Pierinae,Pierini,Aporiina,Delias,patrua,,Abdomen Soak,0.372,74.4,Delias patrua,Delias patrua,,K. Dexter,MGCL,"Deli, Pier",,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WG07,BN004802,good,13,6/29/2018,EB-MGCL-HESP-0053,Hesperiidae,Pyrginae,Pyrrhopygini,,Parelbella,ahira,,Abdomen,0.371,74.2,Parelbella ahira,Parelbella ahira,,K. Dexter,Ernst Brockmann,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WG08,BN005143,good,13,7/24/2018,LEP-65675,Hesperiidae,Heteropterinae,,,Carterocephalus,dieckmanni,gemmatus,Abdomen Soak,0.368,73.6,Carterocephalus dieckmanni,Carterocephalus dieckmanni,,K. Dexter,MGCL,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WG09,BN003352,good,13,12/13/2017,LEP 59104,Hesperiidae,Trapezitinae,,,Croitana,aestiva,,Thorax,0.365,73,Croitana aestiva,Croitana aestiva,,K. Dexter,Michael Braby/Andy Warren,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WG10,BN005079,good,13,7/17/2018,05-SRNP-04082,Hesperiidae,Hesperiinae,Calpodini,,Aides,brino,,Thorax,0.358,71.6,Aides brino,Aides brino,,K. Dexter,UMD,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WG11,BN005593,good,13,8/14/2018,RI-18-W069,Pieridae,Coliadinae,,,Colias,wiskotti,sweadneri,Abdomen,0.354,70.8,Colias wiskotti,Colias wiskotti,,K. Dexter,CCNY,Pier,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WG12,BN001980,good,13,12/7/2016,A013,Nymphalidae,Satyrinae,Satyrini,Satyrina,Oeneis,ammon,,Thorax,0.352,70.4,Oeneis ammon,Oeneis ammon,,K.Dexter,Vladimir,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WH01,BN004812,good,13,6/29/2018,EB-MGCL-HESP-0063,Hesperiidae,Pyrginae,Pyrrhopygini,,Pyrrhopyge,hadassa,hadassa,Abdomen,0.351,70.2,Pyrrhopyge hadassa,Pyrrhopyge hadassa,,K. Dexter,Ernst Brockmann,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WH02,BN002696,good,13,8/16/2017,LEP 53001,Riodinidae,Riodininae,Nymphidiini,,Aricoris,signata,,Abdomen,0.347,69.4,Aricoris signata,Aricoris signata,,K. Dexter,Ana B. B. Morais,Riod,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WH03,BN004799,good,13,7/24/2018,EB-MGCL-HESP-0050,Hesperiidae,Pyrginae,Pyrrhopygini,,Mysoria,amra,,Abdomen,0.346,69.2,Mysoria amra,Mysoria amra,,K. Dexter,Ernst Brockmann,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WH04,BN005569,good,13,8/14/2018,AM-18-E007,Pieridae,Pierinae,Anthocharidini,,Mathania,agasicles,,Abdomen,0.338,67.6,Mathania agasicles,Mathania agasicles,,K. Dexter,CCNY,Pier,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WH05,BN002986,good,13,11/15/2017,LEP 48867,Nymphalidae,Satyrinae,Satyrini,Coenonymphina,Coenonympha,sunbecca,,Thorax,0.332,66.4,Coenonympha sunbecca,Coenonympha sunbecca,,K. Dexter,MGCL,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WH06,BN004739,good,13,6/28/2018,AC-18-047,Hesperiidae,Hesperiinae,Hesperiini,,Thespieus,ethemides,,Abdomen,0.328,65.6,Thespieus ethemides,Thespieus ethemides,,K. Dexter,H. P. Romanowski & N. Mega,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WH07,BN002368,good,13,6/15/2017,LEP 52257,Pieridae,Coliadinae,,,Colias,thrasibulus,,Abdomen,0.327,65.4,Colias thrasibulus,Colias thrasibulus,,K. Dexter,MGCL,Pier,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WH08,BN005566,good,13,8/14/2018,AM-18-E001,Nymphalidae,Limenitidinae,Adoliadini,,Tanaecia,elone,meridionalis,Abdomen,0.323,64.6,Tanaecia elone,Tanaecia elone,,K. Dexter,CCNY,Adol,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WH09,BN005442,good,13,8/3/2018,LEP-58726,Nymphalidae,Danainae,Ithomiini,,Greta,annette,,Abdomen Soak,0.322,64.4,Greta annette,Greta annette,,K. Dexter,MGCL,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WH10,BN005147,good,13,7/24/2018,LEP-65679,Hesperiidae,Heteropterinae,,,Argopteron,puelmae,,Abdomen Soak,0.314,62.8,Argopteron puelmae,Argopteron puelmae,,K. Dexter,MGCL,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WH11,BN004387,good,13,6/6/2018,CN-17-Z043,Nymphalidae,Apaturinae,,,Hestina,persimilis,chinensis,Abdomen,0.294,58.8,Hestina persimilis,Hestina persimilis,,K. Dexter,CCNY,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P26_WH12,BN005602,good,13,8/16/2018,RI-18-W087,Lycaenidae,Polyommatinae,Polyommatini,,Rimisia,avinovi,dangara,Abdomen,0.293,58.6,Rimisia avinovi,N/A,,K. Dexter,CCNY,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WA01,BN001802,good,13,2/19/2016,LEP 31949,Nymphalidae,Biblidinae,Biblidini,,Hamadryas,arinome,,,0.293,58.6,Hamadryas arinome,Hamadryas arinome,,Kayla,MGCL,,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WA02,BN004780,good,13,6/29/2018,EB-MGCL-HESP-0031,Hesperiidae,Pyrginae,Pyrrhopygini,,Pyrrhopyge,schausi,,Abdomen,0.288,57.6,Pyrrhopyge schausi,Pyrrhopyge schausi,,K. Dexter,Ernst Brockmann,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WA03,BN005760,good,13,8/22/2018,LEP-67612,Nymphalidae,Heliconiinae,Acraeini,,Acraea,orestia,,Abdomen Soak,0.286,57.2,Acraea orestia,Acraea orestia,,K. Dexter,MGCL,Acra,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WA04,BN005793,good,13,8/22/2018,LEP-59045,Hesperiidae,Pyrginae,Pyrrhopygini,,Pyrrhopyge,araxes,,Abdomen Soak,0.278,55.6,Pyrrhopyge araxes,Pyrrhopyge arax,,K. Dexter,MGCL,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WA05,BN004552,good,13,7/3/2018,HD-16-P003,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,admete,eucolpis,Abdomen,0.276,55.2,Arhopala admete,Arhopala admete,,K. Dexter,CCNY,Arho,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WA06,BN005093,good,13,7/17/2018,05-SRNP-59399,Hesperiidae,Hesperiinae,Calpodini,,Talides,sergestus,,Thorax,0.274,54.8,Talides sergestus,Talides sergestus,,K. Dexter,UMD,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WA07,BN004785,good,13,6/29/2018,EB-MGCL-HESP-0036,Hesperiidae,Pyrginae,Pyrrhopygini,,Jemadia,sosia,,Abdomen,0.268,53.6,Jemadia sosia,Jemadia sosia,,K. Dexter,Ernst Brockmann,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WA08,BN004792,good,13,6/29/2018,EB-MGCL-HESP-0043,Hesperiidae,Pyrginae,Pyrrhopygini,,Elbella,intersecta,,Abdomen,0.265,53,Elbella intersecta,Elbella intersecta,,K. Dexter,Ernst Brockmann,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WA09,BN002735,good,13,9/5/2017,LEP 53004,Riodinidae,Riodininae,,,Emesis,lupina,melancholica,Abdomen,0.255,51,Emesis lupina,Emesis lupina,,K. Dexter,Ana B. B. Morais,Riod,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WA10,BN004735,good,13,6/28/2018,AC-18-072-CLDZ-2256,Hesperiidae,Hesperiinae,Anthoptini,,Corticea,lysias,,Abdomen,0.254,50.8,Corticea lysias,Corticea lysias,,K. Dexter,H. P. Romanowski & N. Mega,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WA11,BN004782,good,13,6/29/2018,EB-MGCL-HESP-0033,Hesperiidae,Pyrginae,Pyrrhopygini,,Pyrrhopyge,terra,,Abdomen,0.248,49.6,Pyrrhopyge terra,Pyrrhopyge terra,,K. Dexter,Ernst Brockmann,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WA12,BN002355,good,13,6/15/2017,LEP 52244,Pieridae,Coliadinae,,,Colias,marcopolo,kushana,Abdomen,0.246,49.2,Colias marcopolo,Colias marcopolo,,K. Dexter,MGCL,Pier,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WB01,BN004784,good,13,6/29/2018,EB-MGCL-HESP-0035,Hesperiidae,Pyrginae,Pyrrhopygini,,Jemadia,ovid,,Abdomen,0.241,48.2,Jemadia ovid,Jemadia ovid,,K. Dexter,Ernst Brockmann,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WB02,BN004786,good,13,6/29/2018,EB-MGCL-HESP-0037,Hesperiidae,Pyrginae,Pyrrhopygini,,Jemadia,pater,,Abdomen,0.24,48,Jemadia pater,Jemadia pater,,K. Dexter,Ernst Brockmann,Hesp,,,,,,,,,,,
Platting,NA,NA,NA,,,FMN_456206_P27_WB03,BN004707,good,13,7/5/2018,KP03,Nymphalidae,Danainae,Danaini,,Euploea,cordelia,,Abdomen,0.239,47.8,Euploea cordelia,Euploea cordelia,,K. Dexter,CCNY,Dana,,,,,,,,,,,
